years hunting,years hunted last 5,antlered harvest,antlerless harvest,land,land fee,trail cameras,hunt other states,which other state,archery bear,I hunt with the goal of harvesting an antlered deer only.,I do not care if I harvest an antlered or antlerless deer  as long as I get a deer.,archery hunt,archery wmu,archery days,archery antlered harvest,archery antlerless harvest,archery land,archery weapon,archery hunting camp,archery portable treestand,archery permanent treestand,archery urine lure,archery live in wmu,archery miles travelled,hunt opening day,firearm wmu,firearm antlered harvest,firearm antlerless harvest,days scouting,firearm land,Muzzleloader days,archery flintlock days,1st monday,1st tuesday,1st wednesday,1st thursday,1st friday,1st saturday,2nd monday,2nd tuesday,2nd wednesday,2nd thursday,2nd friday,2nd saturday,firearm hunting camp,firearm portable treestand,firearm permanent treestand,firearm urine lure,deer drive,firearm live in wmu,firearm miles travelled,age began,education,current home,start home,mentor,health,archery num,Base Hunting License,Resident Archery,Resident Muzzleloader,Non-resident Archery,Non-resident Muzzleloader,No. Antls Licenses - Resident,No. Antls Licenses - Resident Landowner,No. Antls Licenses for Special Regulations - Resident,No. Antls Licenses - Resident Military,No. Antls Licenses - Resident Disabled Vet,Priv 605,Priv 606,No. Antls Licenses - Non-resident,No. Antls Licenses - Non-resident Landowner,No. DMAP Permits - Resident,No. DMAP Permits - Non-resident,No. DMAP Permit - Resident,No. DMAP Permit - Non-resident
5,1,No,0,private,No,4,No,,No,Strongly Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4B,No,,40,private,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,No,Yes,2,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
25,5,No,1,private,No,0,No,,No,,,Yes,4D,11-15 days,No,1,private,vertical bow.,No,Yes,Yes,Yes,Yes,1,Yes,4D,No,0,0,private,0,0,Monday,Tuesday,Wednesday,,,,,,,,,Saturday,No,No,Yes,No,No,Yes,1,12,College graduate,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),13,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
44,5,Yes,1,both,Yes,2,No,,No,Neither Agree nor Disagree,Strongly Agree,Yes,4D,6-10 days,Yes,1,private,vertical bow.,No,No,Yes,Yes,Yes,5,No,4D,No,0,10,both,0,0,,,,,,Saturday,Monday,,,,Friday,Saturday,No,No,Yes,No,No,Yes,5,12,Some college/vocational training,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,2,,,,,,,,,,,,
18,5,No,0,public,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,5,public,0,0,Monday,Tuesday,Wednesday,,,,,,,,Friday,Saturday,No,No,No,No,No,No,200,12,College graduate,Suburban,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
25,5,No,0,public,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,3,public,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,,,Friday,Saturday,No,Yes,No,Yes,No,No,25,23,College graduate,Rural town/village,Rural town/village,Relative,Excellent (no health problems or injuries),,Resident Adult,Yes,,,,1,,,,,,,,,,,,
60,5,No,0,private,No,0,No,,No,,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,8,private,,,Monday,Tuesday,,,,Saturday,Monday,,,,Friday,Saturday,No,No,Yes,No,No,Yes,10,16,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,1,,,,,,,,,,,,
45,5,No,0,private,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,2,private,0,0,Monday,,,,,Saturday,,,,,,,Yes,No,Yes,No,No,Yes,20,12,College graduate,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,Yes,,,,,,,,,,,,,,,
20,5,No,1,both,No,2,Yes,OH,No,Neither Agree nor Disagree,Disagree,Yes,4D,6-10 days,No,0,both,vertical bow.,No,Yes,No,Yes,Yes,5,Yes,4D,No,1,3,public,1,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,,,Friday,Saturday,No,Yes,No,Yes,Yes,Yes,5,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
7,5,No,0,public,No,0,No,,No,Strongly Disagree,Strongly Agree,Yes,4D,3-5 days,No,0,public,both,Yes,No,No,No,Yes,3,Yes,4D,No,0,0,public,2,0,Monday,,,,,Saturday,Monday,,,,,Saturday,Yes,No,No,No,No,Yes,3,12,Some college/vocational training,Rural town/village,Rural town/village,Relative,Excellent (no health problems or injuries),4,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
30,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,4D,1-2 days,No,0,private,crossbow,No,No,Yes,No,Yes,30,No,4D,No,0,2,private,0,3,,,,Thursday,Friday,Saturday,,,,Thursday,Friday,Saturday,No,No,Yes,No,No,Yes,30,16,College graduate,Country/rural,Rural town/village,Friend,Excellent (no health problems or injuries),2,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
28,5,No,0,public,No,2,No,,No,Strongly Disagree,Agree,Yes,4D,More than 15 days,No,0,public,crossbow,No,No,No,Yes,Yes,15,No,4D,No,0,0,public,0,0,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,No,15,12,High school or less,Rural town/village,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),20,Resident Adult,Yes,,,,1,,,,,,,,,,,,
42,2,No,0,public,No,0,No,,No,,Strongly Agree,No,,,,,,,,,,,,,No,4D,No,0,6,public,0,1,,Tuesday,,Thursday,,,Monday,,Wednesday,,,,No,No,No,Yes,No,Yes,20,12,College graduate,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,Yes,Yes,,,1,,,,,,,,,,,,
40,5,No,1,both,No,0,No,,Yes,Agree,Neither Agree nor Disagree,Yes,4D,More than 15 days,No,0,both,crossbow,No,Yes,No,No,Yes,45,Yes,4D,No,1,250,public,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Yes,No,No,No,Yes,Yes,45,12,Some college/vocational training,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),20,Resident Adult,Yes,,,,2,,,,,,,,,,,,
58,5,No,0,public,No,2,No,,Yes,Agree,Disagree,Yes,4D,More than 15 days,No,0,public,vertical bow.,No,Yes,No,No,Yes,10,Yes,4D,No,0,20,public,6,8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,No,Yes,10,12,High school or less,Country/rural,City,Parent or Grandparent,Excellent (no health problems or injuries),20,Resident Senior,,,,,1,,,,,,,,,,,,
33,5,No,1,public,No,0,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,Yes,4D,No,1,2,public,0,0,Monday,Tuesday,,,,Saturday,,,,,,,No,Yes,No,Yes,No,Yes,10,12,College graduate,Suburban,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
26,5,Yes,0,both,No,0,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,Yes,0,0,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Yes,No,No,No,No,No,25,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,,,,1,,,,,,,,,,,,
24,5,No,0,public,No,1,No,,No,Disagree,Agree,Yes,[Select the WMU],More than 15 days,No,0,public,vertical bow.,Yes,Yes,No,Yes,No,100,Yes,4D,No,0,10,public,0,10,Monday,Tuesday,,,Friday,Saturday,,,,,Friday,Saturday,Yes,Yes,No,No,Yes,No,100,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),20,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
10,5,No,0,public,No,0,No,,No,Disagree,Strongly Agree,Yes,4D,6-10 days,No,0,public,crossbow,No,Yes,No,No,Yes,25,Yes,4D,No,2,10,public,0,0,Monday,,,Thursday,Friday,Saturday,,,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,No,Yes,25,18,High school or less,Rural town/village,Rural town/village,Friend,Good (minor health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
31,5,Yes,1,private,No,0,No,,No,Disagree,Neither Agree nor Disagree,Yes,4D,11-15 days,Yes,0,private,crossbow,No,No,Yes,No,Yes,0,Yes,4D,No,1,6,private,3,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,Yes,No,No,Yes,0,12,College graduate,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),13,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
52,5,No,0,both,Yes,1,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,5,both,0,3,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,,,Yes,No,Yes,No,No,No,80,14,Some college/vocational training,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
30,1,No,0,both,No,0,No,,No,Agree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,15,both,0,0,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,Yes,5,12,College graduate,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,,,,,,,,,,,,,,,,
48,5,Yes,1,both,No,1,No,,Yes,Strongly Disagree,Strongly Agree,Yes,4D,6-10 days,Yes,1,both,both,Yes,Yes,No,Yes,No,85,Yes,4D,Yes,1,4,both,2,0,Monday,Tuesday,Wednesday,Thursday,,Saturday,,,,,,,Yes,,No,No,Yes,No,85,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),8,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
63,5,No,0,both,No,0,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,10,public,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,Tuesday,,Thursday,Friday,Saturday,No,No,No,No,No,Yes,8,12,High school or less,City,County/rural,Relative,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,,,,,,,,,,,,,
40,4,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Agree,No,,,,,,,,,,,,,No,4D,No,0,1,public,0,0,,Tuesday,,,,Saturday,,,,,Friday,Saturday,No,No,No,No,No,Yes,15,22,Some college/vocational training,Rural town/village,Rural town/village,Other adult,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,,,,,,,,,,,,,
,5,Yes,0,private,Yes,2,No,,No,Strongly Agree,Disagree,No,,,,,,,,,,,,,Yes,4D,Yes,0,20,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,,,Tuesday,Wednesday,Thursday,Friday,Saturday,Yes,Yes,No,No,No,Yes,60,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
48,5,No,0,both,No,0,Yes,VT,No,Agree,Disagree,Yes,5C,3-5 days,No,0,public,vertical bow.,No,Yes,No,No,No,35,No,4D,No,0,4,private,0,0,,,,,,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Yes,No,No,No,Yes,No,180,19,College graduate,City,City,Friend,Good (minor health problems or injuries),4,Resident Senior,,,,,1,,1,,,,,,,,,,
15,5,Yes,1,private,No,2,No,,No,Strongly Disagree,Neither Agree nor Disagree,Yes,4D,6-10 days,No,1,private,vertical bow.,No,Yes,No,No,Yes,3,Yes,4D,Yes,0,0,private,0,0,Monday,,,,,,,,,,,,No,Yes,Yes,No,No,Yes,3,15,High school or less,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,1,,,,,,,,,,,,
45,5,No,1,private,No,2,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,1,10,private,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,,,Friday,Saturday,Yes,No,Yes,No,Yes,,0,12,College graduate,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Senior,,,,,,,,,,,,,,,,,
53,5,No,0,both,No,0,,,No,Agree,Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,5,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,No,Yes,No,No,Yes,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,1,,,
39,5,Yes,0,public,No,0,No,,No,Strongly Agree,Strongly Disagree,Yes,4D,11-15 days,Yes,0,public,crossbow,No,Yes,No,No,Yes,20,Yes,4D,No,0,10,public,0,0,Monday,,,,Friday,Saturday,,,,,,Saturday,No,Yes,No,No,No,Yes,20,12,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Adult,Yes,,,,,,,,,,,,,,,,
51,4,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,10,public,0,5,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,Yes,No,No,30,12,Some college/vocational training,Rural town/village,Rural town/village,Relative,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
42,5,No,0,both,No,3,No,,No,Strongly Agree,Agree,Yes,4D,11-15 days,No,0,both,vertical bow.,Yes,Yes,Yes,Yes,No,125,Yes,4D,No,0,20,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Yes,Yes,Yes,Yes,No,No,125,12,College graduate,Suburban,Suburban,Parent or Grandparent,Good (minor health problems or injuries),13,Resident Adult,Yes,Yes,,,2,,,,,,,,,,,,
46,5,No,0,private,No,0,No,,No,Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,0,6,private,0,0,Monday,Tuesday,Wednesday,,,,,,,,,,No,No,No,No,No,Yes,20,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,Yes,,,1,,,,,,,,,,,,
39,5,No,1,both,Yes,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,2G,6-10 days,No,0,public,vertical bow.,Yes,Yes,Yes,No,No,62,Yes,4D,No,1,3,private,1,1,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,Saturday,Yes,Yes,Yes,No,No,Yes,5,12,Some college/vocational training,Rural town/village,Rural town/village,Other adult,Good (minor health problems or injuries),8,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,1,
58,5,No,0,public,No,0,No,,No,Agree,Agree,Yes,4D,More than 15 days,No,0,public,crossbow,No,Yes,No,No,Yes,10,Yes,4D,No,0,7,public,3,7,Monday,Tuesday,Wednesday,Thursday,,Saturday,,,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,Yes,Yes,10,12,Some college/vocational training,Rural town/village,County/rural,Parent or Grandparent,Good (minor health problems or injuries),20,Resident Senior,,,,,1,,,,,,,,,,,,
31,4,Yes,6,private,No,0,No,,No,Agree,,No,,,,,,,,,,,,,Yes,4D,Yes,1,1,private,0,0,Monday,Tuesday,,,,,,,,,,,Yes,No,No,No,No,No,90,12,,,,,,,Resident Adult,,,,,,,,,,,,,,,,,
52,5,Yes,0,both,No,0,No,,No,Strongly Agree,Strongly Disagree,No,,,,,,,,,,,,,Yes,4D,Yes,0,6,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Yes,No,Yes,No,Yes,Yes,5,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
21,4,No,0,private,No,0,No,,No,Disagree,Disagree,No,,,,,,,,,,,,,No,4D,No,0,0,private,0,0,,,Wednesday,,Friday,Saturday,,,,,Friday,Saturday,No,No,No,No,No,Yes,0,12,High school or less,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
14,5,No,0,private,No,0,No,,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,10,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,,Yes,No,Yes,No,Yes,No,100,12,Some college/vocational training,Suburban,Suburban,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,Yes,,,,1,,,,,,,,,,,,
23,5,No,1,both,No,4,No,,Yes,Neither Agree nor Disagree,Agree,Yes,4D,More than 15 days,No,1,private,vertical bow.,No,Yes,Yes,No,Yes,5,Yes,4D,No,0,5,private,0,5,Monday,Tuesday,,,,Saturday,Monday,,,,,Saturday,No,No,Yes,No,Yes,Yes,5,12,College graduate,City,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),20,Resident Adult,Yes,,,,1,,,,,,,,,,,,
48,5,No,0,both,No,0,No,,No,Strongly Disagree,Disagree,Yes,4A,3-5 days,No,0,public,crossbow,No,No,No,No,Yes,18,Yes,4D,No,0,12,both,0,6,Monday,Tuesday,,,,Saturday,,Tuesday,,,,Saturday,Yes,No,No,No,Yes,No,62,12,College graduate,Country/rural,Rural town/village,Relative,Good (minor health problems or injuries),4,Resident Adult,Yes,,,,1,,,,,,,,,1,,1,
32,5,Yes,0,private,No,0,No,,No,Strongly Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,Yes,0,2,private,0,0,Monday,,,,,,,,,,,,Yes,No,Yes,No,No,No,140,12,Some college/vocational training,City,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
37,5,No,0,both,No,0,No,,No,Strongly Agree,Strongly Disagree,Yes,2B,6-10 days,No,0,private,vertical bow.,No,Yes,Yes,Yes,No,15,Yes,4D,No,0,5,public,0,0,Monday,Tuesday,Wednesday,,,Saturday,,,Wednesday,,,Saturday,Yes,Yes,No,Yes,No,No,150,12,College graduate,Suburban,Suburban,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,,,,,,,,,,,,,,,,
40,5,No,0,private,No,2,No,,No,Neither Agree nor Disagree,Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,5,both,0,5,Monday,Tuesday,Wednesday,Thursday,Friday,,,Tuesday,,,,,Yes,Yes,No,No,No,Yes,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,Yes,,,,,,,,,,,,,,,
7,3,No,1,both,No,1,No,,No,Strongly Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,4D,No,1,5,both,0,0,,,,,,,,,,,,Saturday,No,No,Yes,No,Yes,Yes,18,23,College graduate,Rural town/village,Rural town/village,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
33,5,Yes,1,public,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,Yes,1,5,public,0,0,Monday,Tuesday,,,,Saturday,,,,,Friday,Saturday,No,Yes,Yes,No,Yes,Yes,10,12,High school or less,City,City,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,,,,1,,,,,,,,,,,,
56,5,No,0,public,No,1,No,,No,Agree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,6,public,2,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,,,,,Saturday,Yes,No,No,No,No,Yes,12,12,High school or less,Rural town/village,Rural town/village,Relative,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,1,,,,,,,,,,,,
30,5,No,0,public,No,0,No,,No,Neither Agree nor Disagree,Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,6,public,0,0,Monday,Tuesday,Wednesday,,Friday,Saturday,,,,Thursday,Friday,Saturday,No,No,No,No,No,No,35,12,Some college/vocational training,Country/rural,City,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,2,,,,,,,,,,,,
25,4,No,1,private,No,0,No,,No,Strongly Disagree,Strongly Agree,No,,,,,,,,,,,,,Yes,4D,No,1,0,private,0,0,Monday,Tuesday,,,,,,,,,,,No,No,No,No,No,No,142,24,College graduate,City,City,Relative,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
5,5,Yes,1,both,No,0,No,,No,Disagree,Agree,Yes,4D,1-2 days,No,0,public,vertical bow.,No,No,No,No,Yes,5,No,4D,No,1,0,public,0,0,,,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,5,42,Some college/vocational training,Rural town/village,Rural town/village,Other adult,Excellent (no health problems or injuries),2,Resident Adult,Yes,,,,1,,,,,,,,,,,1,
50,5,No,0,public,No,0,No,,No,Strongly Agree,,No,,,,,,,,,,,,,Yes,4D,No,0,0,public,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,,Yes,No,No,No,Yes,No,55,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Adult,,,,,,,,,,,,,,,,,
47,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,No,4D,No,0,0,public,0,0,,,,Thursday,Friday,Saturday,,,,,,,Yes,No,No,No,Yes,No,200,18,College graduate,Country/rural,County/rural,Relative,Excellent (no health problems or injuries),,Resident Senior,,,,,,,,,,,,,,,,,
47,5,Yes,0,public,No,1,No,,No,Agree,Neither Agree nor Disagree,Yes,4D,More than 15 days,Yes,0,public,vertical bow.,No,Yes,No,No,Yes,8,No,4D,No,0,1,public,0,4,,,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,No,Yes,8,18,Some college/vocational training,Suburban,Suburban,No one,Good (minor health problems or injuries),20,Resident Senior,,,,,1,,,,,,,,,,,1,
60,5,No,0,private,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,0,private,0,0,Monday,Tuesday,Wednesday,,,,,,,,,,Yes,No,No,No,No,Yes,17,12,Some college/vocational training,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Senior,,,,,,,,,,,,,,,,,
50,2,No,0,private,No,0,No,,No,Agree,Disagree,No,,,,,,,,,,,,,No,4D,Yes,0,0,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,,,,,,,,Yes,No,No,No,No,No,120,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
53,5,No,0,public,No,0,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,2,public,0,0,Monday,Tuesday,,,,Saturday,,,,,Friday,Saturday,No,Yes,No,No,No,Yes,1,12,Some college/vocational training,Rural town/village,Rural town/village,Other adult,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
18,5,Yes,1,private,No,0,No,,Yes,Strongly Agree,Strongly Agree,Yes,5B,More than 15 days,Yes,5,private,crossbow,No,No,Yes,Yes,Yes,10,Yes,4D,No,0,0,private,0,5,Monday,Tuesday,Wednesday,,,Saturday,,,,,Friday,Saturday,No,No,Yes,Yes,No,Yes,60,12,Some college/vocational training,Rural town/village,Rural town/village,Relative,Good (minor health problems or injuries),20,Resident Adult,Yes,,,,2,,,,,,,,,,,,
6,5,No,0,both,No,1,No,,No,Disagree,Agree,Yes,4D,3-5 days,No,0,both,crossbow,No,No,No,No,No,15,Yes,4D,No,0,1,both,2,5,Monday,,,,,Saturday,,,,,,Saturday,No,No,No,No,Yes,No,15,8,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Junior,,,,,2,,,,,,,,,,,1,
10,5,No,0,both,No,0,No,,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,,,private,,,Monday,Tuesday,Wednesday,,Friday,Saturday,,,,Thursday,Friday,Saturday,No,Yes,Yes,No,No,Yes,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,,,,,1,,,,,,,,,,,,
45,5,No,1,private,No,2,No,,No,Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,1,0,private,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,No,Yes,No,No,No,Yes,0,12,College graduate,Country/rural,County/rural,Parent or Grandparent,Fair (some health problems or injuries that affect my daily life and mobility),,Resident Adult,,,,,1,,,,,,,,,,,,
66,5,No,0,private,No,0,No,,No,Strongly Agree,Disagree,No,,,,,,,,,,,,,No,4D,No,0,0,private,0,0,Monday,,,,,,,,,,,Saturday,No,No,No,No,No,No,25,16,College graduate,City,City,Parent or Grandparent,Good (minor health problems or injuries),,Resident Senior,,,,,1,,,,,,,,,,,,
38,5,No,0,both,No,0,Yes,CO,No,Neither Agree nor Disagree,Neither Agree nor Disagree,No,,,,,,,,,,,,,Yes,4D,No,0,15,both,0,0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,,,,,,Yes,Yes,No,No,No,No,150,12,Some college/vocational training,Country/rural,County/rural,Other adult,Excellent (no health problems or injuries),,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,2,
30,5,No,0,both,No,1,No,,No,Neither Agree nor Disagree,Agree,Yes,4D,6-10 days,No,0,both,vertical bow.,No,Yes,No,No,Yes,1,Yes,4D,No,0,3,both,0,4,Monday,Tuesday,Wednesday,,,Saturday,,,,,,Saturday,Yes,No,No,,Yes,Yes,1,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),8,Resident Adult,Yes,Yes,,,1,,,,,,,,,,,,
8,5,No,0,private,No,0,No,,No,Agree,Agree,Yes,4D,3-5 days,No,0,private,vertical bow.,No,No,No,No,Yes,10,Yes,4D,No,0,0,private,0,0,Monday,Tuesday,,,,Saturday,,,,,,Saturday,No,No,No,No,No,Yes,10,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),4,Resident Adult,,,,,,,,,,,,,,,,,
8,5,No,0,private,No,0,No,,No,Strongly Disagree,Agree,No,,,,,,,,,,,,,Yes,4D,No,0,4,private,0,0,Monday,,,,Friday,Saturday,,,,,,Saturday,No,Yes,No,No,No,Yes,5,12,High school or less,Country/rural,County/rural,Parent or Grandparent,Excellent (no health problems or injuries),,Resident Adult,Yes,,,,1,,,,,,,,,,,,
